fecha,anño,mes,dia_semana,tienda,lambda,clientes
2023-09-18,2023,9,0,Santa Ana,10500,10431
2023-09-18,2023,9,0,La Floresta,7500,7416
2023-09-18,2023,9,0,Los Cedros,8500,8612
2023-09-18,2023,9,0,Palermo,6500,6555
2023-09-18,2023,9,0,Córdoba,8500,8702
2023-09-19,2023,9,1,Santa Ana,11500,11463
2023-09-19,2023,9,1,La Floresta,8500,8582
2023-09-19,2023,9,1,Los Cedros,9500,9468
2023-09-19,2023,9,1,Palermo,7500,7597
2023-09-19,2023,9,1,Córdoba,9500,9483
2023-09-20,2023,9,2,Santa Ana,12000,12066
2023-09-20,2023,9,2,La Floresta,9000,9012
2023-09-20,2023,9,2,Los Cedros,10000,9778
2023-09-20,2023,9,2,Palermo,8000,8058
2023-09-20,2023,9,2,Córdoba,10000,9896
2023-09-21,2023,9,3,Santa Ana,11500,11516
2023-09-21,2023,9,3,La Floresta,8500,8381
2023-09-21,2023,9,3,Los Cedros,9500,9389
2023-09-21,2023,9,3,Palermo,7500,7446
2023-09-21,2023,9,3,Córdoba,9500,9549
2023-09-22,2023,9,4,Santa Ana,10500,10422
2023-09-22,2023,9,4,La Floresta,7500,7518
2023-09-22,2023,9,4,Los Cedros,8500,8645
2023-09-22,2023,9,4,Palermo,6500,6541
2023-09-22,2023,9,4,Córdoba,8500,8513
2023-09-23,2023,9,5,Santa Ana,9500,9444
2023-09-23,2023,9,5,La Floresta,6500,6528
2023-09-23,2023,9,5,Los Cedros,7500,7561
2023-09-23,2023,9,5,Palermo,5500,5360
2023-09-23,2023,9,5,Córdoba,7500,7445
2023-09-24,2023,9,6,Santa Ana,9500,9553
2023-09-24,2023,9,6,La Floresta,6500,6330
2023-09-24,2023,9,6,Los Cedros,7500,7684
2023-09-24,2023,9,6,Palermo,5500,5537
2023-09-24,2023,9,6,Córdoba,7500,7417
2023-09-25,2023,9,0,Santa Ana,10500,10578
2023-09-25,2023,9,0,La Floresta,7500,7442
2023-09-25,2023,9,0,Los Cedros,8500,8482
2023-09-25,2023,9,0,Palermo,6500,6347
2023-09-25,2023,9,0,Córdoba,8500,8370
2023-09-26,2023,9,1,Santa Ana,11500,11577
2023-09-26,2023,9,1,La Floresta,8500,8480
2023-09-26,2023,9,1,Los Cedros,9500,9471
2023-09-26,2023,9,1,Palermo,7500,7420
2023-09-26,2023,9,1,Córdoba,9500,9432
2023-09-27,2023,9,2,Santa Ana,12000,12050
2023-09-27,2023,9,2,La Floresta,9000,9028
2023-09-27,2023,9,2,Los Cedros,10000,9822
2023-09-27,2023,9,2,Palermo,8000,7946
2023-09-27,2023,9,2,Córdoba,10000,10028
2023-09-28,2023,9,3,Santa Ana,11500,11546
2023-09-28,2023,9,3,La Floresta,8500,8430
2023-09-28,2023,9,3,Los Cedros,9500,9560
2023-09-28,2023,9,3,Palermo,7500,7452
2023-09-28,2023,9,3,Córdoba,9500,9527
2023-09-29,2023,9,4,Santa Ana,10500,10724
2023-09-29,2023,9,4,La Floresta,7500,7562
2023-09-29,2023,9,4,Los Cedros,8500,8413
2023-09-29,2023,9,4,Palermo,6500,6548
2023-09-29,2023,9,4,Córdoba,8500,8476
2023-09-30,2023,9,5,Santa Ana,9500,9523
2023-09-30,2023,9,5,La Floresta,6500,6489
2023-09-30,2023,9,5,Los Cedros,7500,7475
2023-09-30,2023,9,5,Palermo,5500,5426
2023-09-30,2023,9,5,Córdoba,7500,7363
2023-10-01,2023,10,6,Santa Ana,9000,9157
2023-10-01,2023,10,6,La Floresta,6000,5943
2023-10-01,2023,10,6,Los Cedros,7000,7056
2023-10-01,2023,10,6,Palermo,5000,5018
2023-10-01,2023,10,6,Córdoba,7000,7033
2023-10-02,2023,10,0,Santa Ana,10000,10064
2023-10-02,2023,10,0,La Floresta,7000,6920
2023-10-02,2023,10,0,Los Cedros,8000,8064
2023-10-02,2023,10,0,Palermo,6000,5941
2023-10-02,2023,10,0,Córdoba,8000,7938
2023-10-03,2023,10,1,Santa Ana,11000,10792
2023-10-03,2023,10,1,La Floresta,8000,8063
2023-10-03,2023,10,1,Los Cedros,9000,9048
2023-10-03,2023,10,1,Palermo,7000,7081
2023-10-03,2023,10,1,Córdoba,9000,9180
2023-10-04,2023,10,2,Santa Ana,11500,11398
2023-10-04,2023,10,2,La Floresta,8500,8568
2023-10-04,2023,10,2,Los Cedros,9500,9506
2023-10-04,2023,10,2,Palermo,7500,7468
2023-10-04,2023,10,2,Córdoba,9500,9523
2023-10-05,2023,10,3,Santa Ana,11000,10927
2023-10-05,2023,10,3,La Floresta,8000,8132
2023-10-05,2023,10,3,Los Cedros,9000,9085
2023-10-05,2023,10,3,Palermo,7000,7031
2023-10-05,2023,10,3,Córdoba,9000,9058
2023-10-06,2023,10,4,Santa Ana,10000,9984
2023-10-06,2023,10,4,La Floresta,7000,7164
2023-10-06,2023,10,4,Los Cedros,8000,8094
2023-10-06,2023,10,4,Palermo,6000,5988
2023-10-06,2023,10,4,Córdoba,8000,7947
2023-10-07,2023,10,5,Santa Ana,9000,8799
2023-10-07,2023,10,5,La Floresta,6000,6141
2023-10-07,2023,10,5,Los Cedros,7000,7068
2023-10-07,2023,10,5,Palermo,5000,5032
2023-10-07,2023,10,5,Córdoba,7000,6905
2023-10-08,2023,10,6,Santa Ana,9000,8824
2023-10-08,2023,10,6,La Floresta,6000,6037
2023-10-08,2023,10,6,Los Cedros,7000,7084
2023-10-08,2023,10,6,Palermo,5000,4899
2023-10-08,2023,10,6,Córdoba,7000,6953
2023-10-09,2023,10,0,Santa Ana,10000,10004
2023-10-09,2023,10,0,La Floresta,7000,6965
2023-10-09,2023,10,0,Los Cedros,8000,8096
2023-10-09,2023,10,0,Palermo,6000,5956
2023-10-09,2023,10,0,Córdoba,8000,8210
2023-10-10,2023,10,1,Santa Ana,11000,10956
2023-10-10,2023,10,1,La Floresta,8000,8184
2023-10-10,2023,10,1,Los Cedros,9000,8858
2023-10-10,2023,10,1,Palermo,7000,7013
2023-10-10,2023,10,1,Córdoba,9000,8907
2023-10-11,2023,10,2,Santa Ana,11500,11555
2023-10-11,2023,10,2,La Floresta,8500,8613
2023-10-11,2023,10,2,Los Cedros,9500,9483
2023-10-11,2023,10,2,Palermo,7500,7402
2023-10-11,2023,10,2,Córdoba,9500,9399
2023-10-12,2023,10,3,Santa Ana,11000,10912
2023-10-12,2023,10,3,La Floresta,8000,7901
2023-10-12,2023,10,3,Los Cedros,9000,9062
2023-10-12,2023,10,3,Palermo,7000,7003
2023-10-12,2023,10,3,Córdoba,9000,8841
2023-10-13,2023,10,4,Santa Ana,10000,9890
2023-10-13,2023,10,4,La Floresta,7000,6934
2023-10-13,2023,10,4,Los Cedros,8000,7868
2023-10-13,2023,10,4,Palermo,6000,6004
2023-10-13,2023,10,4,Córdoba,8000,7930
2023-10-14,2023,10,5,Santa Ana,9000,8970
2023-10-14,2023,10,5,La Floresta,6000,6026
2023-10-14,2023,10,5,Los Cedros,7000,6980
2023-10-14,2023,10,5,Palermo,5000,5008
2023-10-14,2023,10,5,Córdoba,7000,7050
2023-10-15,2023,10,6,Santa Ana,9000,9000
2023-10-15,2023,10,6,La Floresta,6000,6101
2023-10-15,2023,10,6,Los Cedros,7000,7008
2023-10-15,2023,10,6,Palermo,5000,5021
2023-10-15,2023,10,6,Córdoba,7000,6960
2023-10-16,2023,10,0,Santa Ana,10000,10056
2023-10-16,2023,10,0,La Floresta,7000,6974
2023-10-16,2023,10,0,Los Cedros,8000,7917
2023-10-16,2023,10,0,Palermo,6000,5982
2023-10-16,2023,10,0,Córdoba,8000,8082
2023-10-17,2023,10,1,Santa Ana,11000,10992
2023-10-17,2023,10,1,La Floresta,8000,8033
2023-10-17,2023,10,1,Los Cedros,9000,8929
2023-10-17,2023,10,1,Palermo,7000,7056
2023-10-17,2023,10,1,Córdoba,9000,9105
2023-10-18,2023,10,2,Santa Ana,11500,11623
2023-10-18,2023,10,2,La Floresta,8500,8455
2023-10-18,2023,10,2,Los Cedros,9500,9487
2023-10-18,2023,10,2,Palermo,7500,7604
2023-10-18,2023,10,2,Córdoba,9500,9491
2023-10-19,2023,10,3,Santa Ana,11000,10966
2023-10-19,2023,10,3,La Floresta,8000,8137
2023-10-19,2023,10,3,Los Cedros,9000,8819
2023-10-19,2023,10,3,Palermo,7000,6973
2023-10-19,2023,10,3,Córdoba,9000,9286
2023-10-20,2023,10,4,Santa Ana,10000,10043
2023-10-20,2023,10,4,La Floresta,7000,6970
2023-10-20,2023,10,4,Los Cedros,8000,7983
2023-10-20,2023,10,4,Palermo,6000,6013
2023-10-20,2023,10,4,Córdoba,8000,7922
2023-10-21,2023,10,5,Santa Ana,9000,8965
2023-10-21,2023,10,5,La Floresta,6000,5971
2023-10-21,2023,10,5,Los Cedros,7000,7056
2023-10-21,2023,10,5,Palermo,5000,5044
2023-10-21,2023,10,5,Córdoba,7000,6926
2023-10-22,2023,10,6,Santa Ana,9000,8996
2023-10-22,2023,10,6,La Floresta,6000,6075
2023-10-22,2023,10,6,Los Cedros,7000,7011
2023-10-22,2023,10,6,Palermo,5000,5058
2023-10-22,2023,10,6,Córdoba,7000,7073
2023-10-23,2023,10,0,Santa Ana,10000,10096
2023-10-23,2023,10,0,La Floresta,7000,6897
2023-10-23,2023,10,0,Los Cedros,8000,8031
2023-10-23,2023,10,0,Palermo,6000,5916
2023-10-23,2023,10,0,Córdoba,8000,8128
2023-10-24,2023,10,1,Santa Ana,11000,11167
2023-10-24,2023,10,1,La Floresta,8000,8025
2023-10-24,2023,10,1,Los Cedros,9000,9135
2023-10-24,2023,10,1,Palermo,7000,7032
2023-10-24,2023,10,1,Córdoba,9000,8993
2023-10-25,2023,10,2,Santa Ana,11500,11426
2023-10-25,2023,10,2,La Floresta,8500,8450
2023-10-25,2023,10,2,Los Cedros,9500,9413
2023-10-25,2023,10,2,Palermo,7500,7638
2023-10-25,2023,10,2,Córdoba,9500,9402
2023-10-26,2023,10,3,Santa Ana,11000,11061
2023-10-26,2023,10,3,La Floresta,8000,8093
2023-10-26,2023,10,3,Los Cedros,9000,9089
2023-10-26,2023,10,3,Palermo,7000,7047
2023-10-26,2023,10,3,Córdoba,9000,9191
2023-10-27,2023,10,4,Santa Ana,10000,9949
2023-10-27,2023,10,4,La Floresta,7000,6917
2023-10-27,2023,10,4,Los Cedros,8000,7922
2023-10-27,2023,10,4,Palermo,6000,5945
2023-10-27,2023,10,4,Córdoba,8000,8090
2023-10-28,2023,10,5,Santa Ana,9000,9076
2023-10-28,2023,10,5,La Floresta,6000,5874
2023-10-28,2023,10,5,Los Cedros,7000,6968
2023-10-28,2023,10,5,Palermo,5000,4944
2023-10-28,2023,10,5,Córdoba,7000,6957
2023-10-29,2023,10,6,Santa Ana,9000,9135
2023-10-29,2023,10,6,La Floresta,6000,6082
2023-10-29,2023,10,6,Los Cedros,7000,6936
2023-10-29,2023,10,6,Palermo,5000,4865
2023-10-29,2023,10,6,Córdoba,7000,7063
2023-10-30,2023,10,0,Santa Ana,10000,9921
2023-10-30,2023,10,0,La Floresta,7000,6979
2023-10-30,2023,10,0,Los Cedros,8000,8079
2023-10-30,2023,10,0,Palermo,6000,5957
2023-10-30,2023,10,0,Córdoba,8000,7926
2023-10-31,2023,10,1,Santa Ana,11000,11085
2023-10-31,2023,10,1,La Floresta,8000,8072
2023-10-31,2023,10,1,Los Cedros,9000,9106
2023-10-31,2023,10,1,Palermo,7000,7015
2023-10-31,2023,10,1,Córdoba,9000,9120
2023-11-01,2023,11,2,Santa Ana,11000,11024
2023-11-01,2023,11,2,La Floresta,8000,8070
2023-11-01,2023,11,2,Los Cedros,9000,9058
2023-11-01,2023,11,2,Palermo,7000,6930
2023-11-01,2023,11,2,Córdoba,9000,9174
2023-11-02,2023,11,3,Santa Ana,10500,10453
2023-11-02,2023,11,3,La Floresta,7500,7584
2023-11-02,2023,11,3,Los Cedros,8500,8524
2023-11-02,2023,11,3,Palermo,6500,6490
2023-11-02,2023,11,3,Córdoba,8500,8548
2023-11-03,2023,11,4,Santa Ana,9500,9701
2023-11-03,2023,11,4,La Floresta,6500,6500
2023-11-03,2023,11,4,Los Cedros,7500,7550
2023-11-03,2023,11,4,Palermo,5500,5450
2023-11-03,2023,11,4,Córdoba,7500,7534
2023-11-04,2023,11,5,Santa Ana,8500,8404
2023-11-04,2023,11,5,La Floresta,5500,5491
2023-11-04,2023,11,5,Los Cedros,6500,6590
2023-11-04,2023,11,5,Palermo,4500,4521
2023-11-04,2023,11,5,Córdoba,6500,6590
2023-11-05,2023,11,6,Santa Ana,8500,8497
2023-11-05,2023,11,6,La Floresta,5500,5414
2023-11-05,2023,11,6,Los Cedros,6500,6446
2023-11-05,2023,11,6,Palermo,4500,4516
2023-11-05,2023,11,6,Córdoba,6500,6466
2023-11-06,2023,11,0,Santa Ana,9500,9337
2023-11-06,2023,11,0,La Floresta,6500,6610
2023-11-06,2023,11,0,Los Cedros,7500,7540
2023-11-06,2023,11,0,Palermo,5500,5593
2023-11-06,2023,11,0,Córdoba,7500,7417
2023-11-07,2023,11,1,Santa Ana,10500,10435
2023-11-07,2023,11,1,La Floresta,7500,7629
2023-11-07,2023,11,1,Los Cedros,8500,8607
2023-11-07,2023,11,1,Palermo,6500,6461
2023-11-07,2023,11,1,Córdoba,8500,8347
2023-11-08,2023,11,2,Santa Ana,11000,10807
2023-11-08,2023,11,2,La Floresta,8000,7925
2023-11-08,2023,11,2,Los Cedros,9000,8934
2023-11-08,2023,11,2,Palermo,7000,6909
2023-11-08,2023,11,2,Córdoba,9000,8937
2023-11-09,2023,11,3,Santa Ana,10500,10448
2023-11-09,2023,11,3,La Floresta,7500,7429
2023-11-09,2023,11,3,Los Cedros,8500,8432
2023-11-09,2023,11,3,Palermo,6500,6541
2023-11-09,2023,11,3,Córdoba,8500,8416
2023-11-10,2023,11,4,Santa Ana,9500,9383
2023-11-10,2023,11,4,La Floresta,6500,6602
2023-11-10,2023,11,4,Los Cedros,7500,7354
2023-11-10,2023,11,4,Palermo,5500,5457
2023-11-10,2023,11,4,Córdoba,7500,7584
2023-11-11,2023,11,5,Santa Ana,8500,8521
2023-11-11,2023,11,5,La Floresta,5500,5410
2023-11-11,2023,11,5,Los Cedros,6500,6445
2023-11-11,2023,11,5,Palermo,4500,4386
2023-11-11,2023,11,5,Córdoba,6500,6454
2023-11-12,2023,11,6,Santa Ana,8500,8307
2023-11-12,2023,11,6,La Floresta,5500,5491
2023-11-12,2023,11,6,Los Cedros,6500,6517
2023-11-12,2023,11,6,Palermo,4500,4558
2023-11-12,2023,11,6,Córdoba,6500,6456
2023-11-13,2023,11,0,Santa Ana,9500,9639
2023-11-13,2023,11,0,La Floresta,6500,6422
2023-11-13,2023,11,0,Los Cedros,7500,7563
2023-11-13,2023,11,0,Palermo,5500,5496
2023-11-13,2023,11,0,Córdoba,7500,7465
2023-11-14,2023,11,1,Santa Ana,10500,10473
2023-11-14,2023,11,1,La Floresta,7500,7489
2023-11-14,2023,11,1,Los Cedros,8500,8378
2023-11-14,2023,11,1,Palermo,6500,6686
2023-11-14,2023,11,1,Córdoba,8500,8518
2023-11-15,2023,11,2,Santa Ana,11000,10997
2023-11-15,2023,11,2,La Floresta,8000,7925
2023-11-15,2023,11,2,Los Cedros,9000,8965
2023-11-15,2023,11,2,Palermo,7000,6897
2023-11-15,2023,11,2,Córdoba,9000,8904
2023-11-16,2023,11,3,Santa Ana,10500,10410
2023-11-16,2023,11,3,La Floresta,7500,7592
2023-11-16,2023,11,3,Los Cedros,8500,8667
2023-11-16,2023,11,3,Palermo,6500,6516
2023-11-16,2023,11,3,Córdoba,8500,8467
2023-11-17,2023,11,4,Santa Ana,9500,9463
2023-11-17,2023,11,4,La Floresta,6500,6513
2023-11-17,2023,11,4,Los Cedros,7500,7581
2023-11-17,2023,11,4,Palermo,5500,5537
2023-11-17,2023,11,4,Córdoba,7500,7424
2023-11-18,2023,11,5,Santa Ana,8500,8430
2023-11-18,2023,11,5,La Floresta,5500,5568
2023-11-18,2023,11,5,Los Cedros,6500,6561
2023-11-18,2023,11,5,Palermo,4500,4492
2023-11-18,2023,11,5,Córdoba,6500,6373
2023-11-19,2023,11,6,Santa Ana,8500,8660
2023-11-19,2023,11,6,La Floresta,5500,5454
2023-11-19,2023,11,6,Los Cedros,6500,6435
2023-11-19,2023,11,6,Palermo,4500,4494
2023-11-19,2023,11,6,Córdoba,6500,6564
2023-11-20,2023,11,0,Santa Ana,9500,9496
2023-11-20,2023,11,0,La Floresta,6500,6567
2023-11-20,2023,11,0,Los Cedros,7500,7593
2023-11-20,2023,11,0,Palermo,5500,5466
2023-11-20,2023,11,0,Córdoba,7500,7528
2023-11-21,2023,11,1,Santa Ana,10500,10503
2023-11-21,2023,11,1,La Floresta,7500,7304
2023-11-21,2023,11,1,Los Cedros,8500,8513
2023-11-21,2023,11,1,Palermo,6500,6591
2023-11-21,2023,11,1,Córdoba,8500,8426
2023-11-22,2023,11,2,Santa Ana,11000,11070
2023-11-22,2023,11,2,La Floresta,8000,8028
2023-11-22,2023,11,2,Los Cedros,9000,8899
2023-11-22,2023,11,2,Palermo,7000,7080
2023-11-22,2023,11,2,Córdoba,9000,9072
2023-11-23,2023,11,3,Santa Ana,10500,10586
2023-11-23,2023,11,3,La Floresta,7500,7545
2023-11-23,2023,11,3,Los Cedros,8500,8670
2023-11-23,2023,11,3,Palermo,6500,6345
2023-11-23,2023,11,3,Córdoba,8500,8598
2023-11-24,2023,11,4,Santa Ana,9500,9583
2023-11-24,2023,11,4,La Floresta,6500,6464
2023-11-24,2023,11,4,Los Cedros,7500,7665
2023-11-24,2023,11,4,Palermo,5500,5524
2023-11-24,2023,11,4,Córdoba,7500,7454
2023-11-25,2023,11,5,Santa Ana,8500,8566
2023-11-25,2023,11,5,La Floresta,5500,5545
2023-11-25,2023,11,5,Los Cedros,6500,6462
2023-11-25,2023,11,5,Palermo,4500,4489
2023-11-25,2023,11,5,Córdoba,6500,6463
2023-11-26,2023,11,6,Santa Ana,8500,8680
2023-11-26,2023,11,6,La Floresta,5500,5473
2023-11-26,2023,11,6,Los Cedros,6500,6339
2023-11-26,2023,11,6,Palermo,4500,4425
2023-11-26,2023,11,6,Córdoba,6500,6488
2023-11-27,2023,11,0,Santa Ana,9500,9425
2023-11-27,2023,11,0,La Floresta,6500,6538
2023-11-27,2023,11,0,Los Cedros,7500,7567
2023-11-27,2023,11,0,Palermo,5500,5615
2023-11-27,2023,11,0,Córdoba,7500,7568
2023-11-28,2023,11,1,Santa Ana,10500,10549
2023-11-28,2023,11,1,La Floresta,7500,7476
2023-11-28,2023,11,1,Los Cedros,8500,8636
2023-11-28,2023,11,1,Palermo,6500,6456
2023-11-28,2023,11,1,Córdoba,8500,8437
2023-11-29,2023,11,2,Santa Ana,11000,10894
2023-11-29,2023,11,2,La Floresta,8000,7982
2023-11-29,2023,11,2,Los Cedros,9000,8871
2023-11-29,2023,11,2,Palermo,7000,7007
2023-11-29,2023,11,2,Córdoba,9000,8998
2023-11-30,2023,11,3,Santa Ana,10500,10528
2023-11-30,2023,11,3,La Floresta,7500,7404
2023-11-30,2023,11,3,Los Cedros,8500,8512
2023-11-30,2023,11,3,Palermo,6500,6463
2023-11-30,2023,11,3,Córdoba,8500,8542
2023-12-01,2023,12,4,Santa Ana,9000,9099
2023-12-01,2023,12,4,La Floresta,6000,6035
2023-12-01,2023,12,4,Los Cedros,7000,6976
2023-12-01,2023,12,4,Palermo,5000,5067
2023-12-01,2023,12,4,Córdoba,7000,7018
2023-12-02,2023,12,5,Santa Ana,8000,7920
2023-12-02,2023,12,5,La Floresta,5000,5019
2023-12-02,2023,12,5,Los Cedros,6000,6007
2023-12-02,2023,12,5,Palermo,4000,3932
2023-12-02,2023,12,5,Córdoba,6000,5953
2023-12-03,2023,12,6,Santa Ana,8000,7983
2023-12-03,2023,12,6,La Floresta,5000,4840
2023-12-03,2023,12,6,Los Cedros,6000,6044
2023-12-03,2023,12,6,Palermo,4000,3946
2023-12-03,2023,12,6,Córdoba,6000,5942
2023-12-04,2023,12,0,Santa Ana,9000,8961
2023-12-04,2023,12,0,La Floresta,6000,6080
2023-12-04,2023,12,0,Los Cedros,7000,6964
2023-12-04,2023,12,0,Palermo,5000,5069
2023-12-04,2023,12,0,Córdoba,7000,6924
2023-12-05,2023,12,1,Santa Ana,10000,9991
2023-12-05,2023,12,1,La Floresta,7000,7095
2023-12-05,2023,12,1,Los Cedros,8000,7969
2023-12-05,2023,12,1,Palermo,6000,6081
2023-12-05,2023,12,1,Córdoba,8000,7990
2023-12-06,2023,12,2,Santa Ana,10500,10695
2023-12-06,2023,12,2,La Floresta,7500,7666
2023-12-06,2023,12,2,Los Cedros,8500,8508
2023-12-06,2023,12,2,Palermo,6500,6494
2023-12-06,2023,12,2,Córdoba,8500,8396
2023-12-07,2023,12,3,Santa Ana,10000,10064
2023-12-07,2023,12,3,La Floresta,7000,6980
2023-12-07,2023,12,3,Los Cedros,8000,8029
2023-12-07,2023,12,3,Palermo,6000,6036
2023-12-07,2023,12,3,Córdoba,8000,7962
2023-12-08,2023,12,4,Santa Ana,9000,8974
2023-12-08,2023,12,4,La Floresta,6000,6078
2023-12-08,2023,12,4,Los Cedros,7000,6969
2023-12-08,2023,12,4,Palermo,5000,4896
2023-12-08,2023,12,4,Córdoba,7000,6979
2023-12-09,2023,12,5,Santa Ana,8000,8041
2023-12-09,2023,12,5,La Floresta,5000,4979
2023-12-09,2023,12,5,Los Cedros,6000,5911
2023-12-09,2023,12,5,Palermo,4000,3840
2023-12-09,2023,12,5,Córdoba,6000,5916
2023-12-10,2023,12,6,Santa Ana,8000,8014
2023-12-10,2023,12,6,La Floresta,5000,5000
2023-12-10,2023,12,6,Los Cedros,6000,6196
2023-12-10,2023,12,6,Palermo,4000,4089
2023-12-10,2023,12,6,Córdoba,6000,6130
2023-12-11,2023,12,0,Santa Ana,9000,9035
2023-12-11,2023,12,0,La Floresta,6000,6059
2023-12-11,2023,12,0,Los Cedros,7000,7043
2023-12-11,2023,12,0,Palermo,5000,5049
2023-12-11,2023,12,0,Córdoba,7000,6900
2023-12-12,2023,12,1,Santa Ana,10000,10011
2023-12-12,2023,12,1,La Floresta,7000,6984
2023-12-12,2023,12,1,Los Cedros,8000,8149
2023-12-12,2023,12,1,Palermo,6000,6089
2023-12-12,2023,12,1,Córdoba,8000,8003
2023-12-13,2023,12,2,Santa Ana,10500,10521
2023-12-13,2023,12,2,La Floresta,7500,7272
2023-12-13,2023,12,2,Los Cedros,8500,8563
2023-12-13,2023,12,2,Palermo,6500,6540
2023-12-13,2023,12,2,Córdoba,8500,8701
2023-12-14,2023,12,3,Santa Ana,10000,10088
2023-12-14,2023,12,3,La Floresta,7000,7025
2023-12-14,2023,12,3,Los Cedros,8000,8049
2023-12-14,2023,12,3,Palermo,6000,6155
2023-12-14,2023,12,3,Córdoba,8000,8031
2023-12-15,2023,12,4,Santa Ana,9000,8946
2023-12-15,2023,12,4,La Floresta,6000,5982
2023-12-15,2023,12,4,Los Cedros,7000,6910
2023-12-15,2023,12,4,Palermo,5000,5056
2023-12-15,2023,12,4,Córdoba,7000,6860
2023-12-16,2023,12,5,Santa Ana,8000,7865
2023-12-16,2023,12,5,La Floresta,5000,5033
2023-12-16,2023,12,5,Los Cedros,6000,5914
2023-12-16,2023,12,5,Palermo,4000,3948
2023-12-16,2023,12,5,Córdoba,6000,6140
2023-12-17,2023,12,6,Santa Ana,8000,7799
2023-12-17,2023,12,6,La Floresta,5000,5015
2023-12-17,2023,12,6,Los Cedros,6000,5956
2023-12-17,2023,12,6,Palermo,4000,4016
2023-12-17,2023,12,6,Córdoba,6000,5948
2023-12-18,2023,12,0,Santa Ana,9000,8935
2023-12-18,2023,12,0,La Floresta,6000,5972
2023-12-18,2023,12,0,Los Cedros,7000,6812
2023-12-18,2023,12,0,Palermo,5000,5077
2023-12-18,2023,12,0,Córdoba,7000,6928
2023-12-19,2023,12,1,Santa Ana,10000,9844
2023-12-19,2023,12,1,La Floresta,7000,6960
2023-12-19,2023,12,1,Los Cedros,8000,7850
2023-12-19,2023,12,1,Palermo,6000,6059
2023-12-19,2023,12,1,Córdoba,8000,7998
2023-12-20,2023,12,2,Santa Ana,10500,10451
2023-12-20,2023,12,2,La Floresta,7500,7507
2023-12-20,2023,12,2,Los Cedros,8500,8519
2023-12-20,2023,12,2,Palermo,6500,6564
2023-12-20,2023,12,2,Córdoba,8500,8391
2023-12-21,2023,12,3,Santa Ana,10000,9960
2023-12-21,2023,12,3,La Floresta,7000,7044
2023-12-21,2023,12,3,Los Cedros,8000,8052
2023-12-21,2023,12,3,Palermo,6000,6032
2023-12-21,2023,12,3,Córdoba,8000,8126
2023-12-22,2023,12,4,Santa Ana,9000,8943
2023-12-22,2023,12,4,La Floresta,6000,5980
2023-12-22,2023,12,4,Los Cedros,7000,7042
2023-12-22,2023,12,4,Palermo,5000,5036
2023-12-22,2023,12,4,Córdoba,7000,6975
2023-12-23,2023,12,5,Santa Ana,8000,8064
2023-12-23,2023,12,5,La Floresta,5000,5035
2023-12-23,2023,12,5,Los Cedros,6000,6036
2023-12-23,2023,12,5,Palermo,4000,4080
2023-12-23,2023,12,5,Córdoba,6000,5993
2023-12-24,2023,12,6,Santa Ana,8000,7977
2023-12-24,2023,12,6,La Floresta,5000,4965
2023-12-24,2023,12,6,Los Cedros,6000,6092
2023-12-24,2023,12,6,Palermo,4000,4122
2023-12-24,2023,12,6,Córdoba,6000,6081
2023-12-25,2023,12,0,Santa Ana,9000,9082
2023-12-25,2023,12,0,La Floresta,6000,6080
2023-12-25,2023,12,0,Los Cedros,7000,6949
2023-12-25,2023,12,0,Palermo,5000,5058
2023-12-25,2023,12,0,Córdoba,7000,7106
2023-12-26,2023,12,1,Santa Ana,10000,10051
2023-12-26,2023,12,1,La Floresta,7000,6957
2023-12-26,2023,12,1,Los Cedros,8000,8024
2023-12-26,2023,12,1,Palermo,6000,6041
2023-12-26,2023,12,1,Córdoba,8000,7982
2023-12-27,2023,12,2,Santa Ana,10500,10585
2023-12-27,2023,12,2,La Floresta,7500,7549
2023-12-27,2023,12,2,Los Cedros,8500,8533
2023-12-27,2023,12,2,Palermo,6500,6429
2023-12-27,2023,12,2,Córdoba,8500,8381
2023-12-28,2023,12,3,Santa Ana,10000,10118
2023-12-28,2023,12,3,La Floresta,7000,7059
2023-12-28,2023,12,3,Los Cedros,8000,7995
2023-12-28,2023,12,3,Palermo,6000,5962
2023-12-28,2023,12,3,Córdoba,8000,7935
2023-12-29,2023,12,4,Santa Ana,9000,9036
2023-12-29,2023,12,4,La Floresta,6000,6010
2023-12-29,2023,12,4,Los Cedros,7000,6949
2023-12-29,2023,12,4,Palermo,5000,5202
2023-12-29,2023,12,4,Córdoba,7000,7120
2023-12-30,2023,12,5,Santa Ana,8000,8016
2023-12-30,2023,12,5,La Floresta,5000,4868
2023-12-30,2023,12,5,Los Cedros,6000,6022
2023-12-30,2023,12,5,Palermo,4000,4107
2023-12-30,2023,12,5,Córdoba,6000,5906
2023-12-31,2023,12,6,Santa Ana,8000,7945
2023-12-31,2023,12,6,La Floresta,5000,5041
2023-12-31,2023,12,6,Los Cedros,6000,6071
2023-12-31,2023,12,6,Palermo,4000,4033
2023-12-31,2023,12,6,Córdoba,6000,5953
2024-01-01,2024,1,0,Santa Ana,9500,9433
2024-01-01,2024,1,0,La Floresta,6500,6538
2024-01-01,2024,1,0,Los Cedros,7500,7523
2024-01-01,2024,1,0,Palermo,5500,5551
2024-01-01,2024,1,0,Córdoba,7500,7542
2024-01-02,2024,1,1,Santa Ana,10500,10453
2024-01-02,2024,1,1,La Floresta,7500,7364
2024-01-02,2024,1,1,Los Cedros,8500,8657
